epoch,train_loss,train_top1_accuracy,train_top5_accuracy,val_loss,val_top1_accuracy,val_top5_accuracy,test_loss,test_top1_accuracy,test_top5_accuracy
47,0.21827516460486648,93.84502464087238,99.65397923875432,2.431672555823175,52.910052910052904,78.3068783068783,2.4850539261543196,51.75786412899814,78.42981760507534
48,0.21559104351326835,94.02327776030198,99.6120373283003,2.5700821590328986,51.05820105820106,78.3068783068783,2.517677119556811,52.41871530531325,77.92757071107587
49,0.21914690006934334,93.8555101184859,99.53863898500576,2.521800342651587,49.47089947089947,77.91005291005291,2.4884072533715442,51.89003436426116,78.1654771345493
50,0.09663601101276553,97.79804970116389,99.93708713431897,2.055246488087707,57.01058201058201,82.4074074074074,2.0130885734663155,58.84218873909596,82.23632038065027
51,0.0549024440134354,98.90951032819545,99.95805808954597,2.041763941210413,56.34920634920635,83.2010582010582,2.0197009571095914,57.99629923341263,82.5006608511763
52,0.04387877553645756,99.37087134318968,100.0,2.0585251422746786,58.46560846560847,82.4074074074074,2.0374414857735,59.21226539783241,82.23632038065027
53,0.04075569969546287,99.2240746566006,100.0,1.965921735952771,57.804232804232804,83.2010582010582,1.9572688282171347,59.159397303727204,83.34655035685964
54,0.03662438133421044,99.44426968648422,99.979029044773,1.925320198966397,58.46560846560847,83.59788359788361,1.9181072672861141,59.740946338884484,83.26724821570183
55,0.0342226140776579,99.55960994023278,99.98951452238649,2.006196513121564,58.5978835978836,83.06878306878306,1.9416157216328884,59.820248480042295,82.76500132170234
56,0.03218039390499232,99.58058089545979,100.0,1.9220929160004572,58.730158730158735,83.994708994709,1.9021805275124912,60.560401797515205,83.34655035685964
57,0.027279467454748293,99.72737758204886,100.0,1.8646846605198728,60.71428571428572,84.25925925925925,1.874636474190026,60.24319323288396,83.05577583928098
58,0.02787721413934497,99.66446471636783,99.98951452238649,1.910332930229959,59.78835978835979,83.33333333333334,1.8945621824191992,60.21675918583136,82.73856727464974
59,0.025179289100961108,99.77980497011639,100.0,1.9306924961625571,60.978835978835974,82.27513227513228,1.8890018048719983,61.30055511498811,82.39492466296589
60,0.027240346826074055,99.66446471636783,100.0,1.910753412142632,59.523809523809526,84.25925925925925,1.9052034559843782,60.21675918583136,82.76500132170234
61,0.025392328588286148,99.8112614029569,100.0,1.890462384337471,59.12698412698413,82.8042328042328,1.875038691117021,60.00528680941052,82.10415014538725
62,0.028673598262460888,99.68543567159485,100.0,1.8636748301131383,60.05291005291005,82.67195767195767,1.8503642388515125,61.00978059740947,82.73856727464974
63,0.02839107505974222,99.74834853727587,99.98951452238649,1.8630285432177873,58.994708994709,83.2010582010582,1.8651852621566976,60.08458895056833,82.28918847475548
64,0.02505993451190958,99.8007759253434,100.0,1.812877085946855,60.05291005291005,82.4074074074074,1.8199541297044788,60.29606132698917,82.4213587100185
65,0.0266235317207533,99.75883401488937,100.0,1.8131059263906784,60.05291005291005,82.27513227513228,1.808441634580608,61.08908273856728,82.39492466296589
66,0.024316136032319476,99.8217468805704,100.0,1.7988940226653272,60.978835978835974,82.93650793650794,1.8002520429821507,61.08908273856728,82.52709489822891
67,0.02707282474949816,99.69592114920835,100.0,1.7576288450804973,61.37566137566137,83.33333333333334,1.7731725050494516,60.771874173936034,82.97647369812317
68,0.02315153853481625,99.90563070147846,100.0,1.772357631533865,60.58201058201058,83.73015873015873,1.7689336311388,61.353423209093314,83.05577583928098
69,0.027609380874372765,99.72737758204886,100.0,1.806422402224843,60.978835978835974,82.67195767195767,1.790122854787137,61.08908273856728,82.71213322759714
70,0.02632073628637096,99.74834853727587,100.0,1.748964299048696,61.24338624338625,83.73015873015873,1.7558647215311622,60.50753370341,83.1350779804388
71,0.02549182635017398,99.74834853727587,100.0,1.771172519004534,60.44973544973544,82.4074074074074,1.7766465242487801,60.61326989162041,82.4477927570711
72,0.023488497576945724,99.88465974625143,100.0,1.8133887099841284,61.111111111111114,81.87830687830689,1.805826722125467,61.644197726671955,82.4742268041237
73,0.023198865873903154,99.90563070147846,100.0,1.726467398660523,61.904761904761905,82.4074074074074,1.7344249085881995,61.67063177372456,82.97647369812317
74,0.026110096006952892,99.88465974625143,99.98951452238649,1.7762125035127,61.37566137566137,83.46560846560847,1.7640855743797017,61.11551678561988,82.81786941580755
75,0.022569712008343727,99.88465974625143,100.0,1.7351938736817196,60.71428571428572,83.86243386243386,1.7437998763666693,60.95691250330426,82.73856727464974
76,0.025075633371975145,99.8112614029569,99.98951452238649,1.7187049925800348,61.64021164021164,83.59788359788361,1.7370090685562212,60.930478456251656,82.89717155696536
77,0.024545472354112693,99.88465974625143,100.0,1.8059328276486626,60.71428571428572,83.73015873015873,1.7698070253529896,60.95691250330426,82.73856727464974
78,0.02416787937125366,99.86368879102443,100.0,1.738385388065899,61.37566137566137,82.53968253968253,1.7459290660683082,61.141950832672485,82.95003965107057
79,0.023674364665628597,99.83223235818392,100.0,1.7589084171350045,61.64021164021164,83.46560846560847,1.758499936499257,60.87761036214645,83.187946074544
80,0.022971123584206412,99.84271783579743,100.0,1.7321972535952692,61.772486772486765,83.73015873015873,1.7157740294649766,62.06714247951361,83.7959291567539
81,0.02565737216771466,99.8112614029569,100.0,1.7820906258291667,61.50793650793651,83.46560846560847,1.7639448131193065,61.74993391488237,82.76500132170234
82,0.0239206812807224,99.8112614029569,100.0,1.7670758799428028,60.31746031746032,83.46560846560847,1.7734746472880505,60.79830822098864,82.79143536875495
83,0.021977473739768914,99.88465974625143,100.0,1.7901306062463729,59.39153439153439,82.93650793650794,1.7514355254100487,60.79830822098864,83.05577583928098
84,0.025092752159971435,99.8112614029569,100.0,1.7626057435122746,60.978835978835974,82.93650793650794,1.7398495145378416,61.59132963256675,82.63283108643932
85,0.024911612553270096,99.8217468805704,100.0,1.7813308404551609,60.05291005291005,82.01058201058201,1.7797359156484995,60.37536346814698,81.97197991012423
86,0.026071873718122893,99.84271783579743,100.0,1.780935650188772,59.25925925925925,82.53968253968253,1.742977056825903,60.69257203277822,82.57996299233412
87,0.024324783520720355,99.84271783579743,100.0,1.732227417329947,60.84656084656085,82.93650793650794,1.7244530865849435,61.48559344435633,82.60639703938672
88,0.020498925833318558,99.89514522386494,100.0,1.7307130460228242,61.111111111111114,82.4074074074074,1.7221777073034366,61.2741210679355,82.4742268041237
89,0.018265592625054228,99.94757261193247,100.0,1.71665578536571,60.44973544973544,83.86243386243386,1.6915867059214038,61.45915939730373,83.21438012159662
90,0.01834445536816083,99.92660165670546,100.0,1.7541915690378536,60.05291005291005,83.06878306878306,1.7375757355596004,60.771874173936034,82.57996299233412
91,0.017632425265641537,99.92660165670546,100.0,1.7232193607423036,61.64021164021164,82.53968253968253,1.7031186760702088,61.9614062913032,82.76500132170234
92,0.015625048039697758,99.98951452238649,100.0,1.7142781512368297,62.433862433862444,83.06878306878306,1.6974168216194292,61.77636796193497,83.26724821570183
93,0.017655293146622796,99.92660165670546,100.0,1.675804580724428,61.50793650793651,82.53968253968253,1.6620817002869352,61.9614062913032,83.45228654507005
94,0.0171419098755087,99.91611617909196,100.0,1.6846563474289955,61.50793650793651,83.994708994709,1.681887463301619,61.88210415014539,83.42585249801745
95,0.01600910778517643,99.93708713431897,100.0,1.6780970436003475,61.50793650793651,82.8042328042328,1.6715810407788234,62.12001057361882,83.24081416864922
96,0.0165266439528058,99.90563070147846,100.0,1.701781152496262,61.904761904761905,84.12698412698413,1.6956224757723168,61.934972244250595,83.8487972508591
97,0.01636407575013593,99.91611617909196,100.0,1.6916784741102704,62.169312169312164,83.33333333333334,1.683266623671842,62.09357652656622,83.47872059212266
98,0.015619903145820705,99.92660165670546,100.0,1.6571855493008145,62.03703703703704,83.994708994709,1.654761949309557,62.6751255617235,83.39941845096484
99,0.01555650929712439,99.94757261193247,100.0,1.6676175379090838,60.84656084656085,83.73015873015873,1.6556604292271682,61.88210415014539,83.55802273328047
100,0.016087370252078553,99.95805808954597,100.0,1.6799533861497091,60.978835978835974,83.2010582010582,1.6683719807587425,62.437219138250065,83.29368226275443
